Starttime;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
2024-01-01 18:46:03;406;2024-01-01 18:45:57;26586160.68;2;3;1;3;51
2024-01-01 18:46:07;141;2024-01-01 05:55:39;36501821.85;2;0;1;0;193
2024-01-01 18:46:07;384;2024-01-01 18:07:33;36501821.85;1;2;2;2;193
2024-01-01 18:46:17;77;2024-01-01 03:29:23;34631980.84;1;0;2;0;179
2024-01-01 18:46:17;407;2024-01-01 18:46:11;34631980.84;2;1;1;1;179
2024-01-01 18:46:21;302;2024-01-01 14:25:56;42988851.1;2;0;1;0;167
2024-01-01 18:46:21;391;2024-01-01 18:22:41;42988851.1;1;3;2;3;167
2024-01-01 18:51:52;166;2024-01-01 06:58:51;35919124.43;3;0;2;0;55
2024-01-01 18:51:52;409;2024-01-01 18:51:46;35919124.43;2;2;3;2;55
2024-01-01 18:51:56;300;2024-01-01 14:24:41;21389923.48;1;1;2;1;113
2024-01-01 18:51:56;388;2024-01-01 18:14:10;21389923.48;2;0;1;0;113
2024-01-01 18:52:08;7;2024-01-01 01:33:48;39054118.34;1;0;3;0;93
2024-01-01 18:52:08;410;2024-01-01 18:52:02;39054118.34;3;3;1;3;93
2024-01-01 18:54:46;194;2024-01-01 08:55:29;10821462.74;3;1;1;1;65
2024-01-01 18:54:46;412;2024-01-01 18:54:40;10821462.74;1;0;3;0;65
2024-01-01 18:57:36;212;2024-01-01 09:46:51;29581894.57;1;0;2;0;186
2024-01-01 18:57:36;413;2024-01-01 18:57:30;29581894.57;2;1;1;1;186
2024-01-01 18:57:40;216;2024-01-01 10:03:59;26476067.7;1;1;2;1;131
2024-01-01 18:57:40;408;2024-01-01 18:51:11;26476067.7;2;0;1;0;131
2024-01-01 18:57:55;324;2024-01-01 15:22:23;18659173.33;1;0;3;0;149
2024-01-01 18:57:55;414;2024-01-01 18:57:49;18659173.33;3;1;1;1;149
2024-01-01 19:00:41;246;2024-01-01 12:15:36;7673187.9;1;0;3;0;165
2024-01-01 19:00:41;415;2024-01-01 19:00:35;7673187.9;3;1;1;1;165
2024-01-01 19:01:40;85;2024-01-01 03:50:24;25827683.04;1;0;2;0;5
2024-01-01 19:01:40;416;2024-01-01 19:01:34;25827683.04;2;1;1;1;5
2024-01-01 19:02:48;73;2024-01-01 03:26:52;28356378.74;3;1;2;1;124
2024-01-01 19:02:48;418;2024-01-01 19:02:42;28356378.74;2;0;3;0;124
2024-01-01 19:05:47;403;2024-01-01 18:37:16;21736388.52;1;0;3;0;44
2024-01-01 19:05:47;419;2024-01-01 19:05:41;21736388.52;3;1;1;1;44
2024-01-01 19:06:41;154;2024-01-01 06:25:27;37126593.14;3;2;1;2;180
2024-01-01 19:06:41;420;2024-01-01 19:06:35;37126593.14;1;0;3;0;180
2024-01-01 19:10:57;331;2024-01-01 15:43:18;37678875.31;3;0;1;0;220
2024-01-01 19:10:57;422;2024-01-01 19:10:51;37678875.31;1;1;3;1;220
2024-01-01 19:12:16;333;2024-01-01 15:49:28;9738777.09;1;0;2;0;88
2024-01-01 19:12:16;423;2024-01-01 19:12:10;9738777.09;2;2;1;2;88
2024-01-01 19:15:23;62;2024-01-01 03:00:29;9908285.79;3;0;2;0;107
2024-01-01 19:15:23;425;2024-01-01 19:15:17;9908285.79;2;2;3;2;107
2024-01-01 19:18:23;271;2024-01-01 13:23:40;9193412.26;2;0;1;0;22
2024-01-01 19:18:23;427;2024-01-01 19:18:17;9193412.26;1;3;2;3;22
2024-01-01 19:20:15;382;2024-01-01 18:05:07;44186126.53;3;0;2;0;183
2024-01-01 19:20:15;428;2024-01-01 19:20:09;44186126.53;2;2;3;2;183
2024-01-01 19:20:19;53;2024-01-01 02:48:32;46646768.61;2;0;3;0;128
2024-01-01 19:20:19;400;2024-01-01 18:33:21;46646768.61;3;2;2;2;128
2024-01-01 19:28:52;222;2024-01-01 10:12:45;12619440.6;1;1;3;1;81
2024-01-01 19:28:52;431;2024-01-01 19:28:46;12619440.6;3;0;1;0;81
