TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x;Starttime
10917;2024-03-06 11:06:18;282076789.24;1;1;3;1;8219;2024-03-08;2;2024-03-06 11:06:18
10926;2024-03-06 11:10:57;128037144.57;2;6;5;6;3260;2024-03-08;2;2024-03-06 11:10:57
10929;2024-03-06 11:11:53;64055549.31;7;6;4;6;9336;2024-03-08;2;2024-03-06 11:11:53
10932;2024-03-06 11:12:57;286189010.62;5;8;2;8;341;2024-03-08;2;2024-03-06 11:12:57
10934;2024-03-06 11:13:50;148105810.09;1;8;6;8;9932;2024-03-08;2;2024-03-06 11:13:50
10946;2024-03-06 11:18:39;16549836.52;4;2;6;2;409;2024-03-08;2;2024-03-06 11:18:39
10955;2024-03-06 11:23:17;204189432.84;2;4;8;4;8332;2024-03-07;1;2024-03-06 11:23:17
10959;2024-03-06 11:24:20;86197867.29;5;6;3;6;6568;2024-03-08;2;2024-03-06 11:24:20
10972;2024-03-06 11:27:42;348082961.52;1;6;4;6;2601;2024-03-07;1;2024-03-06 11:27:42
10973;2024-03-06 11:29:50;386097110.18;7;8;1;8;6322;2024-03-08;2;2024-03-06 11:29:50
10975;2024-03-06 11:30:38;165949544.04;6;3;7;3;7289;2024-03-08;2;2024-03-06 11:30:38
10988;2024-03-06 11:35:21;147890408.14;1;3;7;3;7436;2024-03-08;2;2024-03-06 11:35:21
10995;2024-03-06 11:37:34;104777800.72;1;8;6;8;7361;2024-03-08;2;2024-03-06 11:37:34
11002;2024-03-06 11:40:44;48788306.07;3;5;5;5;49;2024-03-08;2;2024-03-06 11:40:44
11004;2024-03-06 11:41:59;103905350.55;3;1;6;1;8969;2024-03-07;1;2024-03-06 11:41:59
11019;2024-03-06 11:47:24;207720209.1;4;3;8;3;3191;2024-03-08;2;2024-03-06 11:47:24
11025;2024-03-06 11:49:56;149626249.33;3;5;8;5;6921;2024-03-08;2;2024-03-06 11:49:56
11032;2024-03-06 11:52:48;292368831.09;5;5;3;5;7902;2024-03-08;2;2024-03-06 11:52:48
11042;2024-03-06 11:59:09;293344588.41;6;3;4;3;2842;2024-03-08;2;2024-03-06 11:59:09
11045;2024-03-06 12:00:21;87639876.31;6;8;4;8;5214;2024-03-08;2;2024-03-06 12:00:21
11053;2024-03-06 12:03:45;215823673.44;7;6;1;6;9656;2024-03-08;2;2024-03-06 12:03:45
11054;2024-03-06 12:04:06;103124435.98;3;3;5;3;6525;2024-03-08;2;2024-03-06 12:04:06
11059;2024-03-06 12:06:21;99809899.56;5;1;7;1;5114;2024-03-08;2;2024-03-06 12:06:21
11077;2024-03-06 12:16:21;20116697.41;5;8;4;8;9697;2024-03-07;1;2024-03-06 12:16:21
11080;2024-03-06 12:17:30;44022601.77;6;5;1;5;2343;2024-03-08;2;2024-03-06 12:17:30
11083;2024-03-06 12:18:20;87256249.5;5;6;3;6;5349;2024-03-08;2;2024-03-06 12:18:20
11091;2024-03-06 12:20:34;266786261.56;2;3;5;3;8974;2024-03-08;2;2024-03-06 12:20:34
11094;2024-03-06 12:21:09;199427103.36;6;4;4;4;5679;2024-03-08;2;2024-03-06 12:21:09
11099;2024-03-06 12:24:29;40492434.85;3;7;7;7;1918;2024-03-08;2;2024-03-06 12:24:29
11103;2024-03-06 12:26:30;161602782.05;1;7;7;7;4217;2024-03-08;2;2024-03-06 12:26:30
11108;2024-03-06 12:29:16;170259701.94;1;6;7;6;7408;2024-03-08;2;2024-03-06 12:29:16
11113;2024-03-06 12:30:39;49116866.24;4;4;2;4;9118;2024-03-08;2;2024-03-06 12:30:39
11123;2024-03-06 12:35:44;124003440.78;7;6;6;6;9722;2024-03-08;2;2024-03-06 12:35:44
11131;2024-03-06 12:39:15;11253367.83;4;1;7;1;6009;2024-03-08;2;2024-03-06 12:39:15
11134;2024-03-06 12:40:52;54716528.05;6;1;7;1;6159;2024-03-08;2;2024-03-06 12:40:52
11146;2024-03-06 12:46:32;20246101.82;2;6;8;6;821;2024-03-07;1;2024-03-06 12:46:32
11150;2024-03-06 12:48:29;70023426.4;3;7;6;7;250;2024-03-08;2;2024-03-06 12:48:29
11160;2024-03-06 12:55:30;251872913.39;2;8;5;8;3233;2024-03-08;2;2024-03-06 12:55:30
11165;2024-03-06 12:58:13;74939416.17;7;8;5;8;8382;2024-03-08;2;2024-03-06 12:58:13
11168;2024-03-06 12:58:54;70194267.32;7;4;6;4;2735;2024-03-08;2;2024-03-06 12:58:54
11172;2024-03-06 13:00:49;177170245.63;6;8;4;8;5656;2024-03-08;2;2024-03-06 13:00:49
11189;2024-03-06 13:09:19;85890564.09;5;3;2;3;5034;2024-03-08;2;2024-03-06 13:09:19
11194;2024-03-06 13:12:21;191709047.23;7;2;1;2;7594;2024-03-08;2;2024-03-06 13:12:21
11198;2024-03-06 13:14:12;64339213.09;1;7;2;7;1681;2024-03-08;2;2024-03-06 13:14:12
11202;2024-03-06 13:15:46;349050152.4;6;4;4;4;2432;2024-03-07;1;2024-03-06 13:15:46
11217;2024-03-06 13:23:08;46374722.42;7;3;5;3;1258;2024-03-08;2;2024-03-06 13:23:08
11231;2024-03-06 13:30:21;38044550.0;8;7;4;7;146;2024-03-08;2;2024-03-06 13:30:21
11237;2024-03-06 13:32:53;308457752.78;8;1;2;1;7382;2024-03-07;1;2024-03-06 13:32:53
11239;2024-03-06 13:34:38;107019690.42;1;8;7;8;4495;2024-03-08;2;2024-03-06 13:34:38
11249;2024-03-06 13:40:39;272956221.34;4;2;2;2;3376;2024-03-08;2;2024-03-06 13:40:39
11251;2024-03-06 13:40:47;283549033.71;6;5;4;5;1076;2024-03-08;2;2024-03-06 13:40:47
11252;2024-03-06 13:41:18;247767184.53;8;3;2;3;5257;2024-03-08;2;2024-03-06 13:41:18
11253;2024-03-06 13:41:36;173318462.58;4;2;7;2;822;2024-03-08;2;2024-03-06 13:41:36
11260;2024-03-06 13:45:05;264032660.92;8;7;4;7;6015;2024-03-08;2;2024-03-06 13:45:05
11265;2024-03-06 13:47:54;126263389.17;1;7;7;7;8290;2024-03-08;2;2024-03-06 13:47:54
11266;2024-03-06 13:48:16;206263099.2;3;3;8;3;9910;2024-03-07;1;2024-03-06 13:48:16
11271;2024-03-06 13:49:41;50947621.79;6;1;1;1;1185;2024-03-08;2;2024-03-06 13:49:41
11288;2024-03-06 13:55:36;305646234.19;4;4;2;4;2636;2024-03-08;2;2024-03-06 13:55:36
11301;2024-03-06 14:00:45;127739081.0;5;3;3;3;9174;2024-03-08;2;2024-03-06 14:00:45
11305;2024-03-06 14:02:47;257272928.64;6;1;4;1;4047;2024-03-08;2;2024-03-06 14:02:47
11306;2024-03-06 14:03:05;147312495.66;4;6;8;6;371;2024-03-08;2;2024-03-06 14:03:05
11307;2024-03-06 14:03:07;149407561.4;6;1;7;1;5632;2024-03-08;2;2024-03-06 14:03:07
11317;2024-03-06 14:08:45;109176281.26;7;5;6;5;3787;2024-03-08;2;2024-03-06 14:08:45
11322;2024-03-06 14:10:27;96605682.87;2;7;6;7;5687;2024-03-08;2;2024-03-06 14:10:27
11328;2024-03-06 14:13:07;36103853.57;8;8;4;8;3375;2024-03-08;2;2024-03-06 14:13:07
11331;2024-03-06 14:14:22;71257905.89;1;6;2;6;680;2024-03-08;2;2024-03-06 14:14:22
11335;2024-03-06 14:16:48;40333564.85;8;4;1;4;2124;2024-03-08;2;2024-03-06 14:16:48
11337;2024-03-06 14:17:26;111073260.74;7;4;6;4;6497;2024-03-07;1;2024-03-06 14:17:26
11343;2024-03-06 14:20:40;74985088.11;7;8;8;8;8735;2024-03-08;2;2024-03-06 14:20:40
11350;2024-03-06 14:23:25;179013142.36;8;6;2;6;1224;2024-03-08;2;2024-03-06 14:23:25
11354;2024-03-06 14:24:29;215830121.86;1;1;2;1;1786;2024-03-08;2;2024-03-06 14:24:29
11372;2024-03-06 14:29:32;298302677.88;7;7;4;7;3125;2024-03-08;2;2024-03-06 14:29:32
11373;2024-03-06 14:30:10;40086657.44;3;6;5;6;7319;2024-03-08;2;2024-03-06 14:30:10
11374;2024-03-06 14:30:43;17699828.41;2;8;5;8;7383;2024-03-08;2;2024-03-06 14:30:43
11378;2024-03-06 14:31:41;38937754.44;2;2;5;2;2740;2024-03-08;2;2024-03-06 14:31:41
11384;2024-03-06 14:37:54;82292096.86;8;2;4;2;7894;2024-03-08;2;2024-03-06 14:37:54
11390;2024-03-06 14:39:04;344431936.98;8;8;3;8;6659;2024-03-08;2;2024-03-06 14:39:04
11405;2024-03-06 14:44:56;117774162.63;1;2;7;2;1178;2024-03-08;2;2024-03-06 14:44:56
11419;2024-03-06 14:49:56;21295501.94;2;2;5;2;8597;2024-03-08;2;2024-03-06 14:49:56
11421;2024-03-06 14:50:24;26861936.74;2;1;4;1;5636;2024-03-08;2;2024-03-06 14:50:24
11423;2024-03-06 14:50:43;22649162.69;1;2;7;2;5446;2024-03-08;2;2024-03-06 14:50:43
11424;2024-03-06 14:50:49;98841805.56;1;5;6;5;5248;2024-03-08;2;2024-03-06 14:50:49
11425;2024-03-06 14:50:51;87637205.24;2;1;4;1;2116;2024-03-07;1;2024-03-06 14:50:51
11428;2024-03-06 14:52:56;8453031.54;4;7;6;7;5985;2024-03-08;2;2024-03-06 14:52:56
11430;2024-03-06 14:54:35;171441602.75;5;1;7;1;7762;2024-03-08;2;2024-03-06 14:54:35
11434;2024-03-06 14:55:08;62743953.54;7;1;5;1;1427;2024-03-08;2;2024-03-06 14:55:08
11444;2024-03-06 14:59:15;48190296.53;1;7;7;7;8911;2024-03-08;2;2024-03-06 14:59:15
11452;2024-03-06 15:01:52;155684890.64;4;4;5;4;7900;2024-03-08;2;2024-03-06 15:01:52
11455;2024-03-06 15:04:52;273061822.97;1;2;5;2;1206;2024-03-07;1;2024-03-06 15:04:52
11460;2024-03-06 15:06:58;65419226.86;1;5;7;5;6905;2024-03-08;2;2024-03-06 15:06:58
11469;2024-03-06 15:10:34;15355483.17;4;8;6;8;1053;2024-03-08;2;2024-03-06 15:10:34
11471;2024-03-06 15:11:23;274982016.87;3;3;5;3;3608;2024-03-08;2;2024-03-06 15:11:23
11474;2024-03-06 15:14:19;247573000.24;2;3;5;3;8707;2024-03-08;2;2024-03-06 15:14:19
11500;2024-03-06 15:23:19;62449326.19;4;2;6;2;7178;2024-03-07;1;2024-03-06 15:23:19
11502;2024-03-06 15:23:56;320458653.61;2;5;1;5;8425;2024-03-08;2;2024-03-06 15:23:56
11503;2024-03-06 15:24:03;159627724.59;7;4;5;4;3753;2024-03-07;1;2024-03-06 15:24:03
11506;2024-03-06 15:24:59;80466091.41;5;4;7;4;8856;2024-03-08;2;2024-03-06 15:24:59
11517;2024-03-06 15:29:42;95833786.28;5;2;7;2;9657;2024-03-07;1;2024-03-06 15:29:42
11525;2024-03-06 15:32:16;260841176.17;1;1;2;1;1877;2024-03-08;2;2024-03-06 15:32:16
11527;2024-03-06 15:32:28;165503440.99;2;1;8;1;9180;2024-03-08;2;2024-03-06 15:32:28
11531;2024-03-06 15:32:55;123067554.65;4;7;1;7;5102;2024-03-08;2;2024-03-06 15:32:55
11535;2024-03-06 15:33:55;100564979.79;4;3;8;3;9464;2024-03-08;2;2024-03-06 15:33:55
11542;2024-03-06 15:36:23;68651185.34;8;1;2;1;1565;2024-03-08;2;2024-03-06 15:36:23
11550;2024-03-06 15:40:11;210117906.07;7;7;5;7;7048;2024-03-08;2;2024-03-06 15:40:11
11557;2024-03-06 15:43:27;134407387.11;5;1;3;1;4994;2024-03-08;2;2024-03-06 15:43:27
11568;2024-03-06 15:48:11;183351871.16;1;3;3;3;6353;2024-03-08;2;2024-03-06 15:48:11
11570;2024-03-06 15:49:21;272861055.73;8;6;2;6;7168;2024-03-08;2;2024-03-06 15:49:21
11579;2024-03-06 15:52:47;119285869.45;3;5;6;5;3530;2024-03-08;2;2024-03-06 15:52:47
11585;2024-03-06 15:55:54;159829916.29;3;8;5;8;3763;2024-03-08;2;2024-03-06 15:55:54
11588;2024-03-06 15:57:34;54453776.25;6;1;5;1;6181;2024-03-08;2;2024-03-06 15:57:34
11596;2024-03-06 16:01:48;70802337.21;3;2;7;2;4394;2024-03-08;2;2024-03-06 16:01:48
11601;2024-03-06 16:05:34;208622334.8;5;2;2;2;1572;2024-03-08;2;2024-03-06 16:05:34
11617;2024-03-06 16:12:12;251746795.48;6;7;3;7;696;2024-03-08;2;2024-03-06 16:12:12
11626;2024-03-06 16:15:26;42794076.32;4;7;7;7;2203;2024-03-07;1;2024-03-06 16:15:26
11633;2024-03-06 16:18:12;355073906.29;8;3;3;3;1510;2024-03-08;2;2024-03-06 16:18:12
11645;2024-03-06 16:23:45;240877257.31;8;8;2;8;5224;2024-03-08;2;2024-03-06 16:23:45
11655;2024-03-06 16:28:57;73661226.17;6;7;5;7;1813;2024-03-08;2;2024-03-06 16:28:57
11657;2024-03-06 16:29:17;104083319.2;2;6;4;6;3602;2024-03-08;2;2024-03-06 16:29:17
11663;2024-03-06 16:31:38;32969691.34;2;4;5;4;4700;2024-03-08;2;2024-03-06 16:31:38
11665;2024-03-06 16:32:35;146686550.42;2;8;5;8;636;2024-03-08;2;2024-03-06 16:32:35
11670;2024-03-06 16:34:14;144978006.8;2;6;8;6;2519;2024-03-08;2;2024-03-06 16:34:14
11676;2024-03-06 16:37:26;324581217.73;4;8;1;8;4426;2024-03-08;2;2024-03-06 16:37:26
11678;2024-03-06 16:37:46;326259913.58;5;7;3;7;6158;2024-03-08;2;2024-03-06 16:37:46
11692;2024-03-06 16:45:21;67974525.26;7;8;4;8;8275;2024-03-08;2;2024-03-06 16:45:21
11700;2024-03-06 16:49:55;139653741.8;4;3;6;3;6965;2024-03-08;2;2024-03-06 16:49:55
11706;2024-03-06 16:51:52;180504350.04;5;4;2;4;8836;2024-03-08;2;2024-03-06 16:51:52
11708;2024-03-06 16:53:05;26504509.91;3;8;6;8;8261;2024-03-08;2;2024-03-06 16:53:05
11716;2024-03-06 16:56:21;39352102.36;7;5;4;5;6612;2024-03-08;2;2024-03-06 16:56:21
11719;2024-03-06 16:57:34;53497740.59;6;6;7;6;4521;2024-03-08;2;2024-03-06 16:57:34
11721;2024-03-06 16:59:17;210141940.34;4;8;8;8;7951;2024-03-08;2;2024-03-06 16:59:17
11726;2024-03-06 17:00:38;31477575.18;7;4;6;4;7520;2024-03-08;2;2024-03-06 17:00:38
11740;2024-03-06 17:08:20;100780395.75;6;7;8;7;8066;2024-03-08;2;2024-03-06 17:08:20
11746;2024-03-06 17:10:39;219117874.11;1;3;5;3;1181;2024-03-07;1;2024-03-06 17:10:39
11755;2024-03-06 17:13:40;301122619.96;8;8;2;8;2360;2024-03-08;2;2024-03-06 17:13:40
11760;2024-03-06 17:16:56;157485210.53;4;1;2;1;5136;2024-03-08;2;2024-03-06 17:16:56
11762;2024-03-06 17:17:08;94625285.9;1;4;6;4;7264;2024-03-08;2;2024-03-06 17:17:08
11765;2024-03-06 17:20:05;86257328.17;2;8;8;8;9716;2024-03-08;2;2024-03-06 17:20:05
11766;2024-03-06 17:20:13;24975509.04;5;5;7;5;1125;2024-03-08;2;2024-03-06 17:20:13
11780;2024-03-06 17:25:15;66367314.72;7;3;1;3;4195;2024-03-08;2;2024-03-06 17:25:15
11783;2024-03-06 17:26:58;340141139.97;7;2;1;2;7507;2024-03-08;2;2024-03-06 17:26:58
11784;2024-03-06 17:27:08;241566170.59;5;2;2;2;8028;2024-03-08;2;2024-03-06 17:27:08
11786;2024-03-06 17:27:21;25458173.64;8;6;2;6;7038;2024-03-08;2;2024-03-06 17:27:21
11797;2024-03-06 17:32:46;131571814.47;4;4;2;4;5011;2024-03-07;1;2024-03-06 17:32:46
11806;2024-03-06 17:36:34;207338150.22;5;3;2;3;4964;2024-03-08;2;2024-03-06 17:36:34
11809;2024-03-06 17:37:05;29767599.81;6;3;3;3;7190;2024-03-07;1;2024-03-06 17:37:05
11814;2024-03-06 17:39:36;321292244.56;7;2;1;2;2801;2024-03-08;2;2024-03-06 17:39:36
11820;2024-03-06 17:42:15;162211801.85;6;2;7;2;274;2024-03-07;1;2024-03-06 17:42:15
11821;2024-03-06 17:42:25;130171979.64;6;7;7;7;9848;2024-03-08;2;2024-03-06 17:42:25
11839;2024-03-06 17:49:00;124086453.85;6;5;4;5;1505;2024-03-07;1;2024-03-06 17:49:00
11840;2024-03-06 17:49:23;216299145.77;6;2;3;2;2977;2024-03-08;2;2024-03-06 17:49:23
11841;2024-03-06 17:49:44;93817526.7;4;4;7;4;3653;2024-03-08;2;2024-03-06 17:49:44
11842;2024-03-06 17:49:45;149064231.36;5;4;7;4;3226;2024-03-08;2;2024-03-06 17:49:45
11844;2024-03-06 17:50:43;115066866.6;6;7;2;7;2959;2024-03-08;2;2024-03-06 17:50:43
11856;2024-03-06 17:57:42;202839641.82;3;8;5;8;2413;2024-03-08;2;2024-03-06 17:57:42
11866;2024-03-06 18:00:19;220419415.69;4;2;8;2;6956;2024-03-08;2;2024-03-06 18:00:19
11876;2024-03-06 18:03:40;51395912.12;3;5;1;5;9042;2024-03-08;2;2024-03-06 18:03:40
11902;2024-03-06 18:14:00;174125115.7;3;1;5;1;1044;2024-03-08;2;2024-03-06 18:14:00
11919;2024-03-06 18:23:38;192123909.32;4;1;2;1;2851;2024-03-07;1;2024-03-06 18:23:38
11923;2024-03-06 18:25:02;352807536.2;2;7;4;7;1118;2024-03-07;1;2024-03-06 18:25:02
11924;2024-03-06 18:25:20;72858687.38;5;6;6;6;3279;2024-03-08;2;2024-03-06 18:25:20
11925;2024-03-06 18:25:42;44983937.74;3;5;5;5;7024;2024-03-08;2;2024-03-06 18:25:42
11931;2024-03-06 18:29:07;92276285.05;4;2;7;2;8384;2024-03-08;2;2024-03-06 18:29:07
11933;2024-03-06 18:29:30;44920225.08;2;2;5;2;3890;2024-03-07;1;2024-03-06 18:29:30
11936;2024-03-06 18:31:19;278073616.21;7;5;1;5;928;2024-03-07;1;2024-03-06 18:31:19
11938;2024-03-06 18:33:39;131599588.33;2;6;8;6;2290;2024-03-07;1;2024-03-06 18:33:39
11942;2024-03-06 18:34:31;55841338.49;3;3;7;3;2713;2024-03-08;2;2024-03-06 18:34:31
11950;2024-03-06 18:37:06;16482100.63;3;8;6;8;8299;2024-03-08;2;2024-03-06 18:37:06
11951;2024-03-06 18:37:52;303570495.87;5;3;3;3;3665;2024-03-08;2;2024-03-06 18:37:52
11967;2024-03-06 18:46:08;69475764.57;4;1;6;1;7939;2024-03-08;2;2024-03-06 18:46:08
11973;2024-03-06 18:46:45;162602693.41;4;4;2;4;2892;2024-03-08;2;2024-03-06 18:46:45
11975;2024-03-06 18:47:08;38793721.28;1;6;7;6;4362;2024-03-08;2;2024-03-06 18:47:08
11979;2024-03-06 18:47:47;139645127.92;4;3;6;3;5818;2024-03-08;2;2024-03-06 18:47:47
11983;2024-03-06 18:50:25;267965292.18;3;5;5;5;7678;2024-03-07;1;2024-03-06 18:50:25
11985;2024-03-06 18:50:48;168500678.02;5;2;7;2;2428;2024-03-08;2;2024-03-06 18:50:48
11987;2024-03-06 18:51:20;155470919.15;4;8;7;8;4333;2024-03-08;2;2024-03-06 18:51:20
11992;2024-03-06 18:52:25;165858869.81;1;6;7;6;4902;2024-03-08;2;2024-03-06 18:52:25
11994;2024-03-06 18:53:07;146521372.96;3;3;7;3;144;2024-03-08;2;2024-03-06 18:53:07
12006;2024-03-06 19:00:49;65647943.51;7;1;4;1;6135;2024-03-08;2;2024-03-06 19:00:49
12024;2024-03-06 19:11:52;293167688.69;6;1;4;1;8769;2024-03-07;1;2024-03-06 19:11:52
12029;2024-03-06 19:13:50;90981290.34;4;4;6;4;9131;2024-03-08;2;2024-03-06 19:13:50
12031;2024-03-06 19:14:26;29526339.71;5;1;3;1;5540;2024-03-08;2;2024-03-06 19:14:26
12033;2024-03-06 19:16:11;134397343.82;4;8;2;8;616;2024-03-08;2;2024-03-06 19:16:11
12035;2024-03-06 19:16:32;232532885.82;8;1;2;1;6941;2024-03-08;2;2024-03-06 19:16:32
12038;2024-03-06 19:17:29;88596630.41;1;7;5;7;5750;2024-03-08;2;2024-03-06 19:17:29
12048;2024-03-06 19:20:34;79264496.84;4;4;8;4;5720;2024-03-07;1;2024-03-06 19:20:34
12056;2024-03-06 19:24:46;90780560.26;8;7;3;7;6613;2024-03-08;2;2024-03-06 19:24:46
12079;2024-03-06 19:35:44;63026735.02;5;5;6;5;8804;2024-03-08;2;2024-03-06 19:35:44
12098;2024-03-06 20:23:06;276355063.32;8;3;1;3;7045;2024-03-08;2;2024-03-06 20:23:06
12100;2024-03-06 20:25:59;121747480.31;6;2;7;2;5778;2024-03-08;2;2024-03-06 20:25:59
12102;2024-03-06 20:29:02;111320184.89;2;3;4;3;3421;2024-03-08;2;2024-03-06 20:29:02
12103;2024-03-06 20:29:16;211566226.33;7;1;1;1;5213;2024-03-08;2;2024-03-06 20:29:16
12105;2024-03-06 20:34:09;147456435.23;6;6;7;6;5617;2024-03-08;2;2024-03-06 20:34:09
12121;2024-03-06 21:13:02;115852991.56;5;6;8;6;4318;2024-03-08;2;2024-03-06 21:13:02
12124;2024-03-06 21:24:22;201366532.24;6;7;8;7;7148;2024-03-07;1;2024-03-06 21:24:22
12125;2024-03-06 21:24:25;211027036.19;3;4;5;4;8383;2024-03-08;2;2024-03-06 21:24:25
12129;2024-03-06 21:31:49;65303221.88;5;4;7;4;7073;2024-03-08;2;2024-03-06 21:31:49
12130;2024-03-06 21:32:03;84759214.58;4;3;8;3;7610;2024-03-08;2;2024-03-06 21:32:03
12143;2024-03-06 22:17:22;133827013.14;7;4;4;4;362;2024-03-07;1;2024-03-06 22:17:22
12145;2024-03-06 22:20:07;107085437.28;1;2;6;2;10000;2024-03-08;2;2024-03-06 22:20:07
12146;2024-03-06 22:21:52;106364115.4;4;1;7;1;8944;2024-03-08;2;2024-03-06 22:21:52
12150;2024-03-06 22:33:12;241298159.13;6;5;3;5;9630;2024-03-08;2;2024-03-06 22:33:12
12161;2024-03-06 22:52:49;281956559.76;5;1;3;1;7783;2024-03-08;2;2024-03-06 22:52:49
12186;2024-03-06 23:51:09;120943989.07;6;7;4;7;3678;2024-03-08;2;2024-03-06 23:51:09
