SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;Starttime
2024-03-08;13562;2024-03-08 11:14:23;110486223.4;3;0;22;0;1790;2024-03-08 20:54:31
2024-03-08;14630;2024-03-08 20:54:29;110486223.4;22;1;3;1;1790;2024-03-08 20:54:31
2024-03-10;14344;2024-03-08 18:28:17;313749014.55;9;4;3;4;6920;2024-03-08 20:54:36
2024-03-10;14631;2024-03-08 20:54:34;313749014.55;3;0;9;0;6920;2024-03-08 20:54:36
2024-03-09;13040;2024-03-08 06:41:00;80747233.23;18;1;22;1;6069;2024-03-08 20:54:40
2024-03-09;14632;2024-03-08 20:54:38;80747233.23;22;0;18;0;6069;2024-03-08 20:54:40
2024-03-08;13941;2024-03-08 14:45:24;91828757.36;20;0;4;0;2636;2024-03-08 20:56:32
2024-03-08;14633;2024-03-08 20:56:30;91828757.36;4;7;20;7;2636;2024-03-08 20:56:32
2024-03-08;13945;2024-03-08 14:48:18;58771060.35;13;3;23;3;5649;2024-03-08 20:57:38
2024-03-08;14634;2024-03-08 20:57:36;58771060.35;23;0;13;0;5649;2024-03-08 20:57:38
2024-03-08;14506;2024-03-08 19:44:04;43054597.28;23;0;30;0;403;2024-03-08 20:57:44
2024-03-08;14635;2024-03-08 20:57:42;43054597.28;30;1;23;1;403;2024-03-08 20:57:44
2024-03-08;14467;2024-03-08 19:28:08;100102806.23;20;4;24;4;625;2024-03-08 20:59:37
2024-03-08;14636;2024-03-08 20:59:35;100102806.23;24;0;20;0;625;2024-03-08 20:59:37
2024-03-08;13544;2024-03-08 11:04:00;295380294.81;7;5;27;5;3260;2024-03-08 20:59:59
2024-03-08;14638;2024-03-08 20:59:57;295380294.81;27;0;7;0;3260;2024-03-08 20:59:59
2024-03-09;13531;2024-03-08 10:56:22;163800922.77;30;0;15;0;1678;2024-03-08 21:00:01
2024-03-09;14639;2024-03-08 20:59:59;163800922.77;15;7;30;7;1678;2024-03-08 21:00:01
2024-03-09;14481;2024-03-08 19:33:36;94853605.03;5;0;8;0;1144;2024-03-08 21:01:44
2024-03-09;14641;2024-03-08 21:01:42;94853605.03;8;5;5;5;1144;2024-03-08 21:01:44
2024-03-08;13399;2024-03-08 09:50:26;225107423.8;11;0;1;0;5576;2024-03-08 21:02:08
2024-03-08;14642;2024-03-08 21:02:06;225107423.8;1;5;11;5;5576;2024-03-08 21:02:08
2024-03-08;11531;2024-03-07 19:44:38;202612334.54;16;0;19;0;3587;2024-03-08 21:02:16
2024-03-08;14643;2024-03-08 21:02:14;202612334.54;19;8;16;8;3587;2024-03-08 21:02:16
2024-03-09;13474;2024-03-08 10:20:52;78981439.57;26;5;27;5;4715;2024-03-08 21:02:17
2024-03-09;14644;2024-03-08 21:02:15;78981439.57;27;0;26;0;4715;2024-03-08 21:02:17
2024-03-09;14172;2024-03-08 16:54:05;62256449.15;27;0;17;0;1031;2024-03-08 21:02:46
2024-03-09;14645;2024-03-08 21:02:44;62256449.15;17;1;27;1;1031;2024-03-08 21:02:46
2024-03-08;12317;2024-03-08 00:59:39;127231694.83;4;0;27;0;352;2024-03-08 21:03:28
2024-03-08;14646;2024-03-08 21:03:26;127231694.83;27;1;4;1;352;2024-03-08 21:03:28
2024-03-08;14157;2024-03-08 16:45:23;95205145.09;7;1;2;1;896;2024-03-08 21:03:57
2024-03-08;14647;2024-03-08 21:03:55;95205145.09;2;0;7;0;896;2024-03-08 21:03:57
2024-03-08;14297;2024-03-08 18:00:16;116522791.26;16;5;5;5;1573;2024-03-08 21:05:15
2024-03-08;14648;2024-03-08 21:05:13;116522791.26;5;0;16;0;1573;2024-03-08 21:05:15
2024-03-08;13740;2024-03-08 12:52:49;288977862.1;7;0;2;0;1571;2024-03-08 21:07:52
2024-03-08;14649;2024-03-08 21:07:50;288977862.1;2;6;7;6;1571;2024-03-08 21:07:52
2024-03-09;12897;2024-03-08 05:24:07;24106485.84;6;0;22;0;1637;2024-03-08 21:08:03
2024-03-09;14650;2024-03-08 21:08:01;24106485.84;22;1;6;1;1637;2024-03-08 21:08:03
2024-03-09;13543;2024-03-08 11:02:57;156448945.5;2;0;6;0;2642;2024-03-08 21:08:57
2024-03-09;14652;2024-03-08 21:08:55;156448945.5;6;7;2;7;2642;2024-03-08 21:08:57
2024-03-08;13293;2024-03-08 08:58:36;86925713.9;13;0;28;0;5432;2024-03-08 21:09:05
2024-03-08;14654;2024-03-08 21:09:03;86925713.9;28;6;13;6;5432;2024-03-08 21:09:05
2024-03-09;14580;2024-03-08 20:27:25;79800020.53;13;0;4;0;5976;2024-03-08 21:09:21
2024-03-09;14655;2024-03-08 21:09:19;79800020.53;4;5;13;5;5976;2024-03-08 21:09:21
2024-03-08;13425;2024-03-08 10:00:21;52429610.52;7;2;27;2;2633;2024-03-08 21:09:48
2024-03-08;14656;2024-03-08 21:09:46;52429610.52;27;0;7;0;2633;2024-03-08 21:09:48
2024-03-09;12327;2024-03-08 01:01:46;55047918.09;28;4;26;4;5720;2024-03-08 21:09:55
2024-03-09;14657;2024-03-08 21:09:53;55047918.09;26;0;28;0;5720;2024-03-08 21:09:55
2024-03-09;13019;2024-03-08 06:31:28;127768980.74;20;4;5;4;4354;2024-03-08 21:10:23
2024-03-09;14658;2024-03-08 21:10:21;127768980.74;5;0;20;0;4354;2024-03-08 21:10:23
2024-03-10;13211;2024-03-08 08:12:56;22799654.72;26;3;13;3;2439;2024-03-08 21:10:44
2024-03-10;14659;2024-03-08 21:10:42;22799654.72;13;0;26;0;2439;2024-03-08 21:10:44
2024-03-09;12578;2024-03-08 02:22:12;55061552.9;13;0;29;0;2581;2024-03-08 21:12:27
2024-03-09;14660;2024-03-08 21:12:25;55061552.9;29;5;13;5;2581;2024-03-08 21:12:27
2024-03-07;10099;2024-03-07 06:44:10;158537233.27;29;2;9;2;7171;2024-03-08 21:13:01
2024-03-07;14661;2024-03-08 21:12:59;158537233.27;9;0;29;0;7171;2024-03-08 21:13:01
2024-03-09;13959;2024-03-08 14:53:05;196696905.76;17;0;29;0;5586;2024-03-08 21:14:25
2024-03-09;14662;2024-03-08 21:14:23;196696905.76;29;1;17;1;5586;2024-03-08 21:14:25
2024-03-07;10247;2024-03-07 07:58:12;17620491.92;13;0;22;0;3325;2024-03-08 21:15:17
2024-03-07;14663;2024-03-08 21:15:15;17620491.92;22;1;13;1;3325;2024-03-08 21:15:17
2024-03-09;12254;2024-03-08 00:47:47;88988894.25;6;0;26;0;2609;2024-03-08 21:15:20
2024-03-09;14664;2024-03-08 21:15:18;88988894.25;26;3;6;3;2609;2024-03-08 21:15:20
2024-03-09;13219;2024-03-08 08:17:50;113838862.08;10;6;30;6;2572;2024-03-08 21:16:02
2024-03-09;14665;2024-03-08 21:16:00;113838862.08;30;0;10;0;2572;2024-03-08 21:16:02
2024-03-08;14186;2024-03-08 17:01:54;11990358.51;28;0;24;0;2350;2024-03-08 21:16:54
2024-03-08;14666;2024-03-08 21:16:52;11990358.51;24;1;28;1;2350;2024-03-08 21:16:54
2024-03-08;14617;2024-03-08 20:51:40;19983897.69;20;7;19;7;3118;2024-03-08 21:17:02
2024-03-08;14667;2024-03-08 21:17:00;19983897.69;19;0;20;0;3118;2024-03-08 21:17:02
2024-03-09;14594;2024-03-08 20:39:22;54404441.49;23;0;13;0;6436;2024-03-08 21:17:03
2024-03-09;14668;2024-03-08 21:17:01;54404441.49;13;4;23;4;6436;2024-03-08 21:17:03
2024-03-08;12183;2024-03-08 00:35:08;465055020.89;2;0;9;0;489;2024-03-08 21:17:20
2024-03-08;14669;2024-03-08 21:17:18;465055020.89;9;1;2;1;489;2024-03-08 21:17:20
2024-03-09;12795;2024-03-08 04:29:47;222366414.46;12;3;27;3;997;2024-03-08 21:17:28
2024-03-09;14670;2024-03-08 21:17:26;222366414.46;27;0;12;0;997;2024-03-08 21:17:28
2024-03-08;13741;2024-03-08 12:53:07;49121346.88;16;0;17;0;1781;2024-03-08 21:17:36
2024-03-08;14671;2024-03-08 21:17:34;49121346.88;17;1;16;1;1781;2024-03-08 21:17:36
2024-03-08;13286;2024-03-08 08:54:07;45960932.31;8;0;4;0;7256;2024-03-08 21:17:41
2024-03-08;14672;2024-03-08 21:17:39;45960932.31;4;5;8;5;7256;2024-03-08 21:17:41
2024-03-08;12973;2024-03-08 06:09:00;38676373.94;5;0;16;0;2011;2024-03-08 21:18:56
2024-03-08;14673;2024-03-08 21:18:54;38676373.94;16;3;5;3;2011;2024-03-08 21:18:56
2024-03-10;12998;2024-03-08 06:22:34;163747811.08;12;0;11;0;4634;2024-03-08 21:19:46
2024-03-10;14676;2024-03-08 21:19:44;163747811.08;11;1;12;1;4634;2024-03-08 21:19:46
2024-03-09;12359;2024-03-08 01:08:30;197546286.92;4;0;8;0;61;2024-03-08 21:19:47
2024-03-09;14677;2024-03-08 21:19:45;197546286.92;8;5;4;5;61;2024-03-08 21:19:47
2024-03-07;10877;2024-03-07 13:57:40;354432733.78;26;5;3;5;2399;2024-03-08 21:20:06
2024-03-07;14678;2024-03-08 21:20:04;354432733.78;3;0;26;0;2399;2024-03-08 21:20:06
2024-03-10;13504;2024-03-08 10:36:27;43746462.9;19;0;28;0;1657;2024-03-08 21:20:17
2024-03-10;14679;2024-03-08 21:20:15;43746462.9;28;2;19;2;1657;2024-03-08 21:20:17
2024-03-08;13133;2024-03-08 07:24:53;76839673.46;24;2;30;2;1020;2024-03-08 21:20:52
2024-03-08;14680;2024-03-08 21:20:50;76839673.46;30;0;24;0;1020;2024-03-08 21:20:52
2024-03-08;13820;2024-03-08 13:38:07;104375563.3;14;0;15;0;1659;2024-03-08 21:21:16
2024-03-08;14681;2024-03-08 21:21:14;104375563.3;15;5;14;5;1659;2024-03-08 21:21:16
2024-03-08;12906;2024-03-08 05:29:33;213731223.1;4;0;28;0;5786;2024-03-08 21:21:22
2024-03-08;14682;2024-03-08 21:21:20;213731223.1;28;2;4;2;5786;2024-03-08 21:21:22
2024-03-08;12988;2024-03-08 06:17:13;91905512.76;24;5;11;5;6990;2024-03-08 21:21:56
2024-03-08;14683;2024-03-08 21:21:54;91905512.76;11;0;24;0;6990;2024-03-08 21:21:56
2024-03-10;14152;2024-03-08 16:41:52;154160539.5;21;0;13;0;4226;2024-03-08 21:21:57
2024-03-10;14684;2024-03-08 21:21:55;154160539.5;13;6;21;6;4226;2024-03-08 21:21:57
2024-03-08;13326;2024-03-08 09:10:48;121828469.54;10;6;6;6;3036;2024-03-08 21:21:59
2024-03-08;14685;2024-03-08 21:21:57;121828469.54;6;0;10;0;3036;2024-03-08 21:21:59
2024-03-09;12055;2024-03-08 00:09:35;53054767.73;13;0;15;0;4359;2024-03-08 21:22:38
2024-03-09;14686;2024-03-08 21:22:36;53054767.73;15;6;13;6;4359;2024-03-08 21:22:38
2024-03-10;12928;2024-03-08 05:41:55;367467711.62;25;6;17;6;6335;2024-03-08 21:23:15
2024-03-10;14687;2024-03-08 21:23:13;367467711.62;17;0;25;0;6335;2024-03-08 21:23:15
2024-03-08;12758;2024-03-08 04:09:03;139752725.45;27;0;20;0;6375;2024-03-08 21:23:37
2024-03-08;14688;2024-03-08 21:23:35;139752725.45;20;7;27;7;6375;2024-03-08 21:23:37
2024-03-09;14492;2024-03-08 19:37:11;39433763.75;30;3;22;3;5088;2024-03-08 21:23:38
2024-03-09;14689;2024-03-08 21:23:36;39433763.75;22;0;30;0;5088;2024-03-08 21:23:38
2024-03-10;12492;2024-03-08 01:40:05;47006036.65;22;6;23;6;3287;2024-03-08 21:24:15
2024-03-10;14691;2024-03-08 21:24:13;47006036.65;23;0;22;0;3287;2024-03-08 21:24:15
2024-03-09;13863;2024-03-08 14:02:15;211245614.3;16;0;26;0;4113;2024-03-08 21:24:31
2024-03-09;14692;2024-03-08 21:24:29;211245614.3;26;8;16;8;4113;2024-03-08 21:24:31
2024-03-09;14500;2024-03-08 19:40:25;53203369.22;16;0;3;0;4539;2024-03-08 21:24:44
2024-03-09;14693;2024-03-08 21:24:42;53203369.22;3;8;16;8;4539;2024-03-08 21:24:44
2024-03-08;14579;2024-03-08 20:27:01;315460450.5;3;0;5;0;2071;2024-03-08 21:24:59
2024-03-08;14694;2024-03-08 21:24:57;315460450.5;5;2;3;2;2071;2024-03-08 21:24:59
2024-03-09;12366;2024-03-08 01:09:25;54320269.08;4;2;9;2;1350;2024-03-08 21:26:08
2024-03-09;14696;2024-03-08 21:26:06;54320269.08;9;0;4;0;1350;2024-03-08 21:26:08
2024-03-08;14218;2024-03-08 17:18:48;22997195.97;15;0;21;0;18;2024-03-08 21:26:50
2024-03-08;14697;2024-03-08 21:26:48;22997195.97;21;6;15;6;18;2024-03-08 21:26:50
2024-03-08;12362;2024-03-08 01:08:50;289087261.56;9;6;2;6;5281;2024-03-08 21:26:51
2024-03-08;14698;2024-03-08 21:26:49;289087261.56;2;0;9;0;5281;2024-03-08 21:26:51
2024-03-09;14214;2024-03-08 17:17:46;114279729.12;24;6;19;6;4826;2024-03-08 21:26:57
2024-03-09;14699;2024-03-08 21:26:55;114279729.12;19;0;24;0;4826;2024-03-08 21:26:57
2024-03-07;11540;2024-03-07 19:48:52;115568611.77;29;0;2;0;1567;2024-03-08 21:27:15
2024-03-07;14700;2024-03-08 21:27:13;115568611.77;2;1;29;1;1567;2024-03-08 21:27:15
2024-03-10;13446;2024-03-08 10:09:43;63487449.89;19;3;18;3;3893;2024-03-08 21:27:36
2024-03-10;14701;2024-03-08 21:27:34;63487449.89;18;0;19;0;3893;2024-03-08 21:27:36
2024-03-09;13580;2024-03-08 11:24:51;38632847.11;6;0;1;0;6978;2024-03-08 21:29:42
2024-03-09;14703;2024-03-08 21:29:40;38632847.11;1;5;6;5;6978;2024-03-08 21:29:42
2024-03-08;13963;2024-03-08 14:54:15;100271709.72;14;0;8;0;2667;2024-03-08 21:30:06
2024-03-08;14704;2024-03-08 21:30:04;100271709.72;8;5;14;5;2667;2024-03-08 21:30:06
2024-03-09;14339;2024-03-08 18:23:50;42188816.35;18;0;21;0;1057;2024-03-08 21:30:22
2024-03-09;14705;2024-03-08 21:30:20;42188816.35;21;3;18;3;1057;2024-03-08 21:30:22
2024-03-09;12143;2024-03-08 00:28:30;183058086.59;28;0;11;0;1107;2024-03-08 21:30:36
2024-03-09;14706;2024-03-08 21:30:34;183058086.59;11;4;28;4;1107;2024-03-08 21:30:36
2024-03-09;13752;2024-03-08 13:01:24;14722862.05;12;0;9;0;3889;2024-03-08 21:31:35
2024-03-09;14707;2024-03-08 21:31:33;14722862.05;9;2;12;2;3889;2024-03-08 21:31:35
2024-03-09;13955;2024-03-08 14:51:47;17586468.64;26;0;17;0;3785;2024-03-08 21:32:34
2024-03-09;14708;2024-03-08 21:32:32;17586468.64;17;1;26;1;3785;2024-03-08 21:32:34
2024-03-08;14640;2024-03-08 21:01:35;81688613.58;29;0;15;0;6153;2024-03-08 21:33:14
2024-03-08;14709;2024-03-08 21:33:12;81688613.58;15;8;29;8;6153;2024-03-08 21:33:14
2024-03-08;12798;2024-03-08 04:30:33;52586920.69;28;4;16;4;6449;2024-03-08 21:33:20
2024-03-08;14710;2024-03-08 21:33:18;52586920.69;16;0;28;0;6449;2024-03-08 21:33:20
2024-03-08;13179;2024-03-08 07:51:24;79779085.39;18;4;21;4;3231;2024-03-08 21:35:24
2024-03-08;14711;2024-03-08 21:35:22;79779085.39;21;0;18;0;3231;2024-03-08 21:35:24
2024-03-08;14088;2024-03-08 16:09:17;52138342.47;9;0;4;0;4066;2024-03-08 21:36:50
2024-03-08;14712;2024-03-08 21:36:48;52138342.47;4;8;9;8;4066;2024-03-08 21:36:50
2024-03-10;13876;2024-03-08 14:10:16;62194665.95;10;0;9;0;1165;2024-03-08 21:36:56
2024-03-10;14713;2024-03-08 21:36:54;62194665.95;9;7;10;7;1165;2024-03-08 21:36:56
2024-03-09;13048;2024-03-08 06:43:51;66475954.56;21;8;1;8;3011;2024-03-08 21:37:29
2024-03-09;14714;2024-03-08 21:37:27;66475954.56;1;0;21;0;3011;2024-03-08 21:37:29
2024-03-08;12537;2024-03-08 02:01:53;31120024.37;28;0;5;0;6598;2024-03-08 21:38:05
2024-03-08;14715;2024-03-08 21:38:03;31120024.37;5;1;28;1;6598;2024-03-08 21:38:05
2024-03-09;12794;2024-03-08 04:29:43;111973809.47;18;4;1;4;3973;2024-03-08 21:38:13
2024-03-09;14716;2024-03-08 21:38:11;111973809.47;1;0;18;0;3973;2024-03-08 21:38:13
2024-03-10;12252;2024-03-08 00:47:44;434669874.48;17;7;27;7;6374;2024-03-08 21:39:53
2024-03-10;14717;2024-03-08 21:39:51;434669874.48;27;0;17;0;6374;2024-03-08 21:39:53
2024-03-08;12602;2024-03-08 02:35:36;38889093.79;10;0;6;0;6083;2024-03-08 21:40:01
2024-03-08;14718;2024-03-08 21:39:59;38889093.79;6;2;10;2;6083;2024-03-08 21:40:01
2024-03-08;12541;2024-03-08 02:03:45;37045086.54;28;0;17;0;6807;2024-03-08 21:40:06
2024-03-08;14719;2024-03-08 21:40:04;37045086.54;17;1;28;1;6807;2024-03-08 21:40:06
2024-03-08;12367;2024-03-08 01:09:41;116492630.93;20;0;26;0;6583;2024-03-08 21:40:34
2024-03-08;14720;2024-03-08 21:40:32;116492630.93;26;4;20;4;6583;2024-03-08 21:40:34
2024-03-09;12701;2024-03-08 03:30:14;77458776.38;10;0;11;0;311;2024-03-08 21:41:14
2024-03-09;14721;2024-03-08 21:41:12;77458776.38;11;4;10;4;311;2024-03-08 21:41:14
2024-03-08;13714;2024-03-08 12:42:16;142897133.79;8;2;23;2;5638;2024-03-08 21:41:26
2024-03-08;14722;2024-03-08 21:41:24;142897133.79;23;0;8;0;5638;2024-03-08 21:41:26
2024-03-10;13453;2024-03-08 10:11:33;160357740.44;21;0;11;0;4776;2024-03-08 21:41:33
2024-03-10;14723;2024-03-08 21:41:31;160357740.44;11;6;21;6;4776;2024-03-08 21:41:33
2024-03-09;14351;2024-03-08 18:32:04;37624217.29;14;0;18;0;3500;2024-03-08 21:41:39
2024-03-09;14724;2024-03-08 21:41:37;37624217.29;18;4;14;4;3500;2024-03-08 21:41:39
2024-03-08;11969;2024-03-07 23:45:01;190312745.69;17;0;15;0;4296;2024-03-08 21:43:56
2024-03-08;14726;2024-03-08 21:43:54;190312745.69;15;3;17;3;4296;2024-03-08 21:43:56
2024-03-09;12558;2024-03-08 02:10:08;166630690.2;3;6;19;6;6903;2024-03-08 21:44:30
2024-03-09;14727;2024-03-08 21:44:28;166630690.2;19;0;3;0;6903;2024-03-08 21:44:30
2024-03-09;14373;2024-03-08 18:39:39;309349167.67;14;3;27;3;1158;2024-03-08 21:44:33
2024-03-09;14728;2024-03-08 21:44:31;309349167.67;27;0;14;0;1158;2024-03-08 21:44:33
2024-03-09;13062;2024-03-08 06:48:41;250854341.64;19;5;17;5;1761;2024-03-08 21:45:08
2024-03-09;14729;2024-03-08 21:45:06;250854341.64;17;0;19;0;1761;2024-03-08 21:45:08
2024-03-09;12920;2024-03-08 05:35:22;81710127.76;16;5;13;5;7192;2024-03-08 21:45:13
2024-03-09;14730;2024-03-08 21:45:11;81710127.76;13;0;16;0;7192;2024-03-08 21:45:13
2024-03-08;11583;2024-03-07 20:09:32;321262484.23;19;7;2;7;6403;2024-03-08 21:45:22
2024-03-08;14731;2024-03-08 21:45:20;321262484.23;2;0;19;0;6403;2024-03-08 21:45:22
2024-03-08;12328;2024-03-08 01:01:56;392108193.41;18;3;7;3;2160;2024-03-08 21:45:31
2024-03-08;14732;2024-03-08 21:45:29;392108193.41;7;0;18;0;2160;2024-03-08 21:45:31
2024-03-08;13180;2024-03-08 07:51:54;94985986.12;13;0;10;0;4673;2024-03-08 21:45:57
2024-03-08;14734;2024-03-08 21:45:55;94985986.12;10;8;13;8;4673;2024-03-08 21:45:57
2024-03-08;13252;2024-03-08 08:31:42;88968641.28;4;0;3;0;5402;2024-03-08 21:46:00
2024-03-08;14735;2024-03-08 21:45:58;88968641.28;3;5;4;5;5402;2024-03-08 21:46:00
2024-03-08;13107;2024-03-08 07:11:13;33158457.28;8;3;21;3;270;2024-03-08 21:46:02
2024-03-08;14736;2024-03-08 21:46:00;33158457.28;21;0;8;0;270;2024-03-08 21:46:02
2024-03-08;14245;2024-03-08 17:32:14;30764082.09;30;6;10;6;5385;2024-03-08 21:46:15
2024-03-08;14737;2024-03-08 21:46:13;30764082.09;10;0;30;0;5385;2024-03-08 21:46:15
2024-03-09;14653;2024-03-08 21:09:00;106985661.27;26;0;30;0;1994;2024-03-08 21:46:30
2024-03-09;14738;2024-03-08 21:46:28;106985661.27;30;6;26;6;1994;2024-03-08 21:46:30
2024-03-08;12562;2024-03-08 02:13:02;55519568.25;25;5;8;5;5335;2024-03-08 21:47:31
2024-03-08;14740;2024-03-08 21:47:29;55519568.25;8;0;25;0;5335;2024-03-08 21:47:31
2024-03-09;13013;2024-03-08 06:29:25;138315256.16;18;0;29;0;5354;2024-03-08 21:50:23
2024-03-09;14741;2024-03-08 21:50:21;138315256.16;29;7;18;7;5354;2024-03-08 21:50:23
2024-03-08;12514;2024-03-08 01:51:34;464866187.56;27;0;5;0;897;2024-03-08 21:50:42
2024-03-08;14742;2024-03-08 21:50:40;464866187.56;5;6;27;6;897;2024-03-08 21:50:42
2024-03-08;14612;2024-03-08 20:47:42;49215581.67;13;8;10;8;4880;2024-03-08 21:50:52
2024-03-08;14743;2024-03-08 21:50:50;49215581.67;10;0;13;0;4880;2024-03-08 21:50:52
2024-03-09;14507;2024-03-08 19:44:11;364340115.43;21;3;17;3;4499;2024-03-08 21:51:03
2024-03-09;14744;2024-03-08 21:51:01;364340115.43;17;0;21;0;4499;2024-03-08 21:51:03
2024-03-08;14021;2024-03-08 15:26:05;178550376.77;19;0;2;0;435;2024-03-08 21:52:48
2024-03-08;14745;2024-03-08 21:52:46;178550376.77;2;1;19;1;435;2024-03-08 21:52:48
2024-03-09;12268;2024-03-08 00:50:55;49968589.98;19;4;16;4;7365;2024-03-08 21:53:56
2024-03-09;14746;2024-03-08 21:53:54;49968589.98;16;0;19;0;7365;2024-03-08 21:53:56
2024-03-08;12207;2024-03-08 00:39:11;180758716.63;27;6;24;6;566;2024-03-08 21:53:58
2024-03-08;14747;2024-03-08 21:53:56;180758716.63;24;0;27;0;566;2024-03-08 21:53:58
2024-03-09;14352;2024-03-08 18:32:29;67228083.91;16;0;22;0;1885;2024-03-08 21:54:04
2024-03-09;14748;2024-03-08 21:54:02;67228083.91;22;7;16;7;1885;2024-03-08 21:54:04
2024-03-07;9432;2024-03-07 01:12:46;71625875.2;26;0;2;0;466;2024-03-08 21:54:49
2024-03-07;14749;2024-03-08 21:54:47;71625875.2;2;3;26;3;466;2024-03-08 21:54:49
2024-03-08;12446;2024-03-08 01:24:33;204937755.91;23;0;15;0;1970;2024-03-08 21:54:55
2024-03-08;14750;2024-03-08 21:54:53;204937755.91;15;6;23;6;1970;2024-03-08 21:54:55
2024-03-08;12472;2024-03-08 01:28:29;272227104.74;3;2;19;2;7484;2024-03-08 21:55:12
2024-03-08;14751;2024-03-08 21:55:10;272227104.74;19;0;3;0;7484;2024-03-08 21:55:12
2024-03-09;14220;2024-03-08 17:20:25;72510106.09;17;3;8;3;2922;2024-03-08 21:55:20
2024-03-09;14752;2024-03-08 21:55:18;72510106.09;8;0;17;0;2922;2024-03-08 21:55:20
2024-03-09;12285;2024-03-08 00:53:34;76914650.26;12;5;29;5;4542;2024-03-08 21:55:24
2024-03-09;14753;2024-03-08 21:55:22;76914650.26;29;0;12;0;4542;2024-03-08 21:55:24
2024-03-08;13883;2024-03-08 14:15:04;9474671.12;9;0;4;0;5602;2024-03-08 21:55:43
2024-03-08;14754;2024-03-08 21:55:41;9474671.12;4;1;9;1;5602;2024-03-08 21:55:43
2024-03-09;13164;2024-03-08 07:43:33;135519151.08;28;0;22;0;1809;2024-03-08 21:55:47
2024-03-09;14755;2024-03-08 21:55:45;135519151.08;22;3;28;3;1809;2024-03-08 21:55:47
2024-03-08;9813;2024-03-07 04:14:08;394002151.1;7;0;15;0;7375;2024-03-08 21:56:03
2024-03-08;14756;2024-03-08 21:56:01;394002151.1;15;5;7;5;7375;2024-03-08 21:56:03
2024-03-08;13353;2024-03-08 09:27:13;126509194.65;11;0;10;0;5967;2024-03-08 21:56:06
2024-03-08;14757;2024-03-08 21:56:04;126509194.65;10;8;11;8;5967;2024-03-08 21:56:06
2024-03-08;12802;2024-03-08 04:32:34;184849217.77;16;0;30;0;5853;2024-03-08 21:56:24
2024-03-08;14758;2024-03-08 21:56:22;184849217.77;30;2;16;2;5853;2024-03-08 21:56:24
2024-03-09;13171;2024-03-08 07:49:15;128813950.59;29;7;24;7;1452;2024-03-08 21:58:08
2024-03-09;14759;2024-03-08 21:58:06;128813950.59;24;0;29;0;1452;2024-03-08 21:58:08
2024-03-09;13879;2024-03-08 14:13:03;103869777.7;26;0;28;0;1473;2024-03-08 21:59:41
2024-03-09;14760;2024-03-08 21:59:39;103869777.7;28;3;26;3;1473;2024-03-08 21:59:41
2024-03-09;12629;2024-03-08 02:51:08;11741571.21;1;0;11;0;6576;2024-03-08 22:00:34
2024-03-09;14761;2024-03-08 22:00:32;11741571.21;11;5;1;5;6576;2024-03-08 22:00:34
2024-03-08;13659;2024-03-08 12:16:56;141536406.18;4;8;5;8;4676;2024-03-08 22:02:00
2024-03-08;14762;2024-03-08 22:01:58;141536406.18;5;0;4;0;4676;2024-03-08 22:02:00
2024-03-08;13529;2024-03-08 10:55:57;98347355.79;22;0;24;0;1579;2024-03-08 22:02:12
2024-03-08;14763;2024-03-08 22:02:10;98347355.79;24;5;22;5;1579;2024-03-08 22:02:12
2024-03-08;12141;2024-03-08 00:28:16;122680020.14;5;0;15;0;2759;2024-03-08 22:03:05
2024-03-08;14764;2024-03-08 22:03:03;122680020.14;15;8;5;8;2759;2024-03-08 22:03:05
2024-03-09;12309;2024-03-08 00:57:24;52001408.56;28;4;23;4;6231;2024-03-08 22:03:20
2024-03-09;14765;2024-03-08 22:03:18;52001408.56;23;0;28;0;6231;2024-03-08 22:03:20
2024-03-09;13143;2024-03-08 07:29:08;208650227.56;7;8;21;8;2765;2024-03-08 22:03:26
2024-03-09;14766;2024-03-08 22:03:24;208650227.56;21;0;7;0;2765;2024-03-08 22:03:26
2024-03-08;14695;2024-03-08 21:26:03;123609549.8;4;5;22;5;139;2024-03-08 22:05:36
2024-03-08;14768;2024-03-08 22:05:34;123609549.8;22;0;4;0;139;2024-03-08 22:05:36
2024-03-08;14382;2024-03-08 18:45:36;12418060.02;18;3;29;3;2127;2024-03-08 22:05:49
2024-03-08;14769;2024-03-08 22:05:47;12418060.02;29;0;18;0;2127;2024-03-08 22:05:49
2024-03-09;10519;2024-03-07 10:30:56;56983447.58;18;7;5;7;7147;2024-03-08 22:07:05
2024-03-09;14770;2024-03-08 22:07:03;56983447.58;5;0;18;0;7147;2024-03-08 22:07:05
2024-03-09;14541;2024-03-08 20:05:48;385925877.75;15;3;27;3;1085;2024-03-08 22:07:23
2024-03-09;14772;2024-03-08 22:07:21;385925877.75;27;0;15;0;1085;2024-03-08 22:07:23
2024-03-09;14415;2024-03-08 19:01:01;137350358.73;26;0;23;0;6524;2024-03-08 22:07:51
2024-03-09;14773;2024-03-08 22:07:49;137350358.73;23;8;26;8;6524;2024-03-08 22:07:51
2024-03-08;13394;2024-03-08 09:48:00;397137898.86;2;0;9;0;6677;2024-03-08 22:07:57
2024-03-08;14774;2024-03-08 22:07:55;397137898.86;9;8;2;8;6677;2024-03-08 22:07:57
2024-03-09;13395;2024-03-08 09:48:16;150076949.08;4;0;23;0;6260;2024-03-08 22:09:13
